profile_id,profile_email,profile_username,profile_birthdate,profile_age,profile_password,profile_gender,profile_degree,profile_family_situation,profile_children_situation,profile_country,profile_height,profile_smoke,profile_languages,profile_preferences_gender,profile_preferences_min_age,profile_preferences_max_age,profile_preferences_countries
2PD6kXNRj2TLZXGsFe,saila@gmail.com,Saila,1980-11-10,41,EqgXyHRZ8KaB3jZo6f,Woman,Elementary School,Never married,No,Sweden,147.0,No,Slovak Polish Swedish,Woman,32,47,Czech Republic Latvia Sweden Romania Ukraine Slovakia Lithuania Bulgaria Croatia
H304FhM48VJ3Y3jdQZ,selma.(name)@gmail.com,Selma (name),1999-04-13,23,c4ODPER3CaoNQjCLEA,Woman,Secondary School,Widower,Yes living with me,Sweden,149.0,Yes occasionally,Finnish Swedish,Man,14,28,Lithuania
hV4msb1y4ETg40jcrZ,signe@gmail.com,Signe,1960-02-04,62,1qq8YhGHccfur045I6,Woman,Secondary School,Separate,Yes but not living with me,Sweden,172.0,No,Russian Polish Swedish,Woman,57,70,Netherlands Czech Republic Romania Norway Finland Denmark United Kingdom Lithuania France Russia Croatia
mCgukyxduR7mhuqFVZ,sigrid@gmail.com,Sigrid,1960-03-21,62,ZK6QNj7oWNKXsaEs4R,Woman,Elementary School,Divorced,Yes living with me,Sweden,149.0,Yes occasionally,Lithuanian Finnish Swedish,Woman,52,68,Romania Hungary Ukraine Portugal Russia Czech Republic Netherlands Sweden Latvia Turkey Norway Finland Denmark Italy Slovenia Serbia Lithuania France Germany Estonia
OYOICgDF4UC8ONqtfR,silja@gmail.com,Silja,1967-06-15,55,YO8UwMuVcl0k4h2jW9,Woman,Phd,Widower,No,Sweden,149.0,Yes regularly,Latvian Spanish Czech Swedish,Woman,47,64,Latvia Turkey Italy Slovenia
1Ik5qT3zOWodRpunXQ,silvia@gmail.com,Silvia,1962-10-13,59,Z7WjcwANhfJxIt7oBC,Woman,Postgraduate,Divorced,Yes but not living with me,Sweden,187.0,Yes occasionally,Dutch Swedish,Woman,52,65,Sweden Hungary Norway Finland Ukraine Poland Slovakia Slovenia Serbia Iceland Croatia Estonia
egCLPpierYPhdsNyWT,siv.(given.name)@gmail.com,Siv (given name),1993-01-27,29,djyGTVFbG2pAdJZmEZ,Woman,Elementary School,Divorced,Yes but not living with me,Sweden,170.0,Yes regularly,Swedish,Woman,20,38,Romania Hungary Russia Spain Netherlands Czech Republic Turkey Norway Denmark Poland Italy Slovenia Serbia France Germany Croatia Estonia
nq9T4oexEjBjhguuup,stina@gmail.com,Stina,2003-03-05,19,9CHFoMzFq0OF07Vj5j,Woman,Secondary School,Widower,Yes but not living with me,Sweden,149.0,No,Norwegian Swedish,Man,11,28,Sweden Latvia Norway Ukraine Finland Denmark Italy Serbia Germany Iceland Croatia
4bcApxj341WwRE3qq6,susanna.(given.name)@gmail.com,Susanna (given name),1952-12-01,69,vu0NWYNavukfKZwn8P,Woman,Postgraduate,Separate,Yes living with me,Sweden,147.0,Yes occasionally,Estonian Swedish,Man,59,74,Romania Hungary Ukraine United Kingdom Portugal Iceland Russia Spain Czech Republic Sweden Turkey Norway Finland Denmark Lithuania Estonia Croatia
EgsuDEWyVcGrl02k5E,susanne.(given.name)@gmail.com,Susanne (given name),2003-07-24,19,nEMes8CQ3aXDyN5zxC,Woman,Elementary School,Widower,Yes but not living with me,Sweden,147.0,No,Swedish,Woman,13,24,Sweden Finland Italy Slovenia Lithuania Iceland Russia Spain
BEBSLy5FwAqmdwFDl1,svea.(name)@gmail.com,Svea (name),1966-09-09,55,GXk8FxPOsWMnAFrqy3,Woman,Elementary School,Divorced,Yes living with me,Sweden,170.0,Yes regularly,Swedish,Man,49,62,Romania Ukraine Portugal Russia Spain Sweden Netherlands Turkey Norway Finland Italy Slovakia Lithuania Bulgaria Serbia Croatia Estonia
9ejbeIjNTgVfG4M2E8,tara.(given.name)@gmail.com,Tara (given name),1955-10-20,66,lKc9xBc0Qpv27kBKBw,Woman,Postgraduate,Widower,Yes living with me,Sweden,162.0,Yes occasionally,Slovak German Norwegian Swedish,Woman,56,71,Hungary United Kingdom Portugal Iceland Czech Republic Netherlands Sweden Turkey Norway Finland Slovakia Slovenia Serbia Germany Croatia
eykBs856Bx6cXcnhps,tekla.(given.name)@gmail.com,Tekla (given name),2003-08-16,18,Q5sws8yuNrZkiVDoCD,Woman,Undergraduate,Separate,No,Sweden,182.0,No,Lithuanian Hungarian Swedish,Woman,9,23,Hungary United Kingdom Portugal Netherlands Czech Republic Sweden Latvia Turkey Denmark Poland Slovenia Bulgaria Estonia Croatia
bygmNvyxnWkCrXu2XT,thekla@gmail.com,Thekla,1976-01-22,46,MrteHVImsLAcWF7lmk,Woman,Undergraduate,Divorced,Yes but not living with me,Sweden,157.0,No,English Lithuanian Swedish,Woman,38,54,Czech Republic Norway Finland Denmark Italy Slovakia France Bulgaria Germany Russia Croatia Spain
ax4ot5pUm8RnNRPzWm,tona.(name)@gmail.com,Tona (name),1976-08-25,45,iyaMnzihzHchDFcBkz,Woman,Undergraduate,Never married,Yes living with me,Sweden,157.0,Yes occasionally,Latvian Romaninian Swedish,Woman,38,50,Sweden Estonia
ETbdPctA9qRV2AvPfF,tone.(name)@gmail.com,Tone (name),1987-04-04,35,kQB4F1NoxceqjCCU14,Woman,Elementary School,Divorced,Yes living with me,Sweden,149.0,Yes occasionally,Swedish,Woman,30,42,Bulgaria Russia
RovRiYPCbkOXm5BGGI,tonette.(given.name)@gmail.com,Tonette (given name),1996-12-24,25,rxWWTIMt5t6fOpGiza,Woman,Phd,Never married,No,Sweden,147.0,No,Swedish,Man,18,32,Hungary Russia Spain Sweden Netherlands Finland Denmark Poland Italy Slovakia Slovenia Serbia Lithuania France Germany Estonia Croatia
jsFitrNoSKLsEIdWGP,tonie@gmail.com,Tonie,1971-07-28,51,DYvNYYyJd4AY8WUVBB,Woman,Undergraduate,Divorced,Yes living with me,Sweden,147.0,Yes occasionally,German Swedish,Woman,46,57,Romania Finland United Kingdom Italy Slovenia France Serbia Russia Croatia Spain
BQCUFnxqWMkTkg1Dwi,tonje@gmail.com,Tonje,2001-05-23,21,hgxHWcEuSiYflVbYfj,Woman,Secondary School,Never married,Yes living with me,Sweden,167.0,Yes regularly,Ukrainian Polish Swedish,Man,13,27,Sweden Netherlands Hungary Denmark United Kingdom Italy Slovakia Portugal Estonia
VCKYG51dXPa1fWO8oa,tove@gmail.com,Tove,1995-12-03,26,W1cGxqWByC7yGHfRbw,Woman,Elementary School,Divorced,Yes but not living with me,Sweden,147.0,Yes occasionally,Swedish,Woman,16,35,Romania Hungary Ukraine United Kingdom Portugal Spain Russia Czech Republic Sweden Netherlands Turkey Norway Denmark Italy Slovakia Lithuania Croatia Estonia
ttVXlTWLJExrt0a74n,towe@gmail.com,Towe,1966-12-12,55,FPJgJro6NG5JKItztQ,Woman,Elementary School,Separate,No,Sweden,147.0,No,Slovak Turkish Swedish,Woman,47,65,Turkey Hungary Norway Finland Ukraine United Kingdom Slovenia Lithuania Portugal Germany Iceland Croatia
5KWovAtxQpCXGKGrof,trude@gmail.com,Trude,1980-10-01,41,DoiC9m2s26nspv9tIj,Woman,Undergraduate,Separate,Yes living with me,Sweden,187.0,Yes regularly,Swedish,Man,33,46,Latvia Romania Poland United Kingdom Slovakia Lithuania Bulgaria Iceland Estonia Croatia Russia
Lv81LhTxFAFdykcaZK,ulla@gmail.com,Ulla,1972-05-04,50,Uw6DJbRhC32Kn5hyNu,Woman,Postgraduate,Never married,No,Sweden,190.0,No,Lithuanian Swedish,Man,41,59,Romania Hungary Ukraine Portugal Iceland Spain Russia Netherlands Czech Republic Turkey Finland Poland Italy Slovenia Lithuania Germany Croatia Estonia
m6B5Ik38qOu4bcU4FO,ulrica@gmail.com,Ulrica,1987-02-17,35,6bAa6VtHN1QC0GsaOv,Woman,Postgraduate,Never married,Yes living with me,Sweden,149.0,Yes regularly,Czech Swedish,Woman,28,43,Latvia Turkey Finland France Portugal Estonia
irErDOKjCyGrkkoIlU,valerie.(given.name)@gmail.com,Valerie (given name),1972-04-13,50,vG1nwCil3uPABWz4Zm,Woman,Phd,Separate,Yes but not living with me,Sweden,152.0,No,Slovene Croatian Swedish,Man,43,55,Hungary United Kingdom Iceland Spain Czech Republic Turkey Norway Denmark Slovakia France Serbia Germany Croatia Estonia
C2o8Rw4j72xYW51dI6,vera.(given.name)@gmail.com,Vera (given name),1967-05-03,55,xoI77g0JpBMP2epNBN,Woman,Secondary School,Separate,Yes living with me,Sweden,147.0,No,Swedish,Woman,48,62,Czech Republic Hungary Finland Poland Denmark United Kingdom Slovenia Iceland Russia
d3JWGK2SclTXkJPZjE,ylva@gmail.com,Ylva,1967-08-02,54,2fn6r4SEZ9ZwmYMrLH,Woman,Phd,Never married,Yes living with me,Sweden,149.0,Yes regularly,Russian Spanish Swedish,Man,49,62,Netherlands Turkey United Kingdom Slovenia France Lithuania Portugal Estonia
j6ckY0ndT7uDXDTiCr,yvonne@gmail.com,Yvonne,1965-06-02,57,dNT1PsJJcUNw9GlNXO,Woman,Undergraduate,Separate,Yes but not living with me,Sweden,147.0,Yes regularly,English Slovak German Swedish,Woman,50,62,Czech Republic Germany
iqvU6mmgFfqqu6GROb,abiha@gmail.com,Abiha,1952-07-13,70,8NsCVZdZQYK0ucZP2A,Woman,Phd,Never married,Yes but not living with me,Turkey,149.0,Yes regularly,Serbian Turkish,Man,65,79,Netherlands Romania
7h54ururgXdlKIyJ6e,adile@gmail.com,Adile,1997-05-02,25,rRTudy7NPXk0ySWHZw,Woman,Undergraduate,Divorced,Yes but not living with me,Turkey,154.0,No,Czech Hungarian Turkish,Woman,19,33,Lithuania
cFSmfiMS27C1uCMJ4F,aigul.(given.name)@gmail.com,Aigul (given name),2002-11-15,19,lDwnVabzXpvJw0SBTd,Woman,Undergraduate,Separate,Yes but not living with me,Turkey,154.0,Yes occasionally,Russian Bulgarian Hungarian Turkish,Woman,13,24,Romania Hungary Ukraine Portugal Russia Spain Sweden Czech Republic Norway Finland Poland Denmark Italy Slovakia Lithuania Serbia France
LzldOtPFZYsOrvbveb,aisha.(given.name)@gmail.com,Aisha (given name),1994-05-09,28,WzrY7nq89OQ6ErxvFz,Woman,Phd,Separate,Yes living with me,Turkey,180.0,Yes occasionally,Romaninian Turkish,Woman,19,36,Netherlands Denmark Lithuania Spain
7PWHJn0zoXIaQ1f74k,ajda@gmail.com,Ajda,1980-08-17,41,m7Yqar4YUnH269cNmE,Woman,Phd,Widower,No,Turkey,175.0,No,Danish Turkish,Woman,34,48,Netherlands Latvia Romania Hungary Finland Italy United Kingdom Bulgaria Lithuania Portugal Iceland Russia
9XbIFAF4ACIhgSBgQ0,ajla@gmail.com,Ajla,1982-07-17,40,28cBbpxMXyoFSwOHFK,Woman,Postgraduate,Widower,Yes living with me,Turkey,172.0,Yes occasionally,Turkish,Woman,35,48,Latvia Denmark Bulgaria France
frBfovb9htoVdH38eT,akgül@gmail.com,Akgül,1950-07-31,71,Mxj9kUo7hFKmdmaYPE,Woman,Elementary School,Never married,No,Turkey,149.0,Yes regularly,Polish Turkish,Woman,63,80,Romania Russia Netherlands Sweden Norway Finland Italy Slovakia Slovenia Bulgaria France Germany Estonia Croatia
xKtUv2O9YCj2earWAl,alev@gmail.com,Alev,1959-01-19,63,mDJePrpO4Us3YszvJo,Woman,Secondary School,Separate,No,Turkey,167.0,Yes occasionally,Turkish,Woman,53,71,Romania Hungary United Kingdom Portugal Iceland Spain Sweden Czech Republic Turkey Norway Finland Slovenia Serbia France Croatia Estonia
7wZqLmxFC6CfppCWbr,aliye@gmail.com,Aliye,2005-08-19,16,nvHz0y50egznUL5QJ0,Woman,Postgraduate,Divorced,No,Turkey,149.0,No,Italian Lithuanian Turkish,Woman,6,21,Hungary Ukraine United Kingdom Spain Sweden Czech Republic Norway Finland Denmark Italy Slovakia Bulgaria France Germany Croatia Estonia
v3pClqnlkqM7Q4KCCa,altan.(name)@gmail.com,Altan (name),1955-05-12,67,r8GwriFpV2CvI0bCgC,Woman,Phd,Divorced,Yes living with me,Turkey,149.0,No,Latvian Hungarian Croatian Turkish,Woman,57,74,Latvia Finland Serbia Estonia
RHqZCX4mC7MR8yjbB1,arzu.(name)@gmail.com,Arzu (name),1978-04-18,44,aaVNIooc9LYeLXGTzV,Woman,Postgraduate,Widower,Yes but not living with me,Turkey,190.0,No,French Russian Turkish,Woman,34,50,Romania Ukraine Russia Sweden Czech Republic Latvia Turkey Norway Finland Slovakia Serbia Estonia Croatia
EetFyB6y7TvUFM2a7e,asena.(disambiguation)@gmail.com,Asena (disambiguation),1965-11-12,56,q8NkrvfKeB9iU4dP04,Woman,Undergraduate,Divorced,Yes living with me,Turkey,185.0,No,Spanish Estonian Croatian Turkish,Man,47,63,Sweden Romania Hungary Denmark Italy Slovenia Slovakia Bulgaria Lithuania Estonia
yc2uWI6LmP8ZWGUnzS,aslı@gmail.com,Aslı,2005-10-28,16,7YVznGztUwl3Pu7j4x,Woman,Postgraduate,Widower,No,Turkey,165.0,No,Norwegian Turkish,Man,8,26,Latvia Hungary Norway Finland Denmark Italy United Kingdom Bulgaria Lithuania Portugal Iceland Spain
uBBd8PMB7Cu6AjjeQ2,aslıhan@gmail.com,Aslıhan,1992-12-31,29,tRAcuwx7zjpZXKJV4a,Woman,Elementary School,Never married,No,Turkey,147.0,Yes occasionally,Turkish,Woman,22,37,Romania Hungary Ukraine United Kingdom Russia Sweden Czech Republic Poland Italy Slovenia Lithuania France Germany Estonia Croatia
yAeS1tP2DY58k7YFhC,asu.(name)@gmail.com,Asu (name),1992-10-14,29,a2J1iTuIYDwUvbSeEl,Woman,Elementary School,Divorced,Yes but not living with me,Turkey,147.0,Yes occasionally,Icelandic Swedish Turkish,Woman,20,36,Sweden Norway Poland Denmark United Kingdom Lithuania France Serbia Portugal Germany Russia Croatia
UIJfJ0DSh84uBYbhgh,asuman@gmail.com,Asuman,1956-03-24,66,d1eHYPFzM4Xji3FMmg,Woman,Phd,Separate,No,Turkey,149.0,Yes regularly,Hungarian Turkish,Man,56,73,Netherlands Norway Finland Poland
Y1zMfOnHwONEeQcMQ4,aybike@gmail.com,Aybike,1967-01-15,55,NdQbiS9uVwbtJSnGGF,Woman,Elementary School,Widower,Yes living with me,Turkey,147.0,Yes occasionally,Slovak Russian Turkish,Woman,48,63,Netherlands Romania Norway Lithuania
2Cy5HzVs6UHqxOI0kS,aybüke@gmail.com,Aybüke,1963-09-17,58,PuZinqQ7EH7aLAhKKq,Woman,Postgraduate,Divorced,Yes living with me,Turkey,177.0,Yes occasionally,French German Slovene Turkish,Man,49,68,Ukraine Iceland Russia Latvia Netherlands Sweden Finland Denmark Italy Slovenia Slovakia Bulgaria Croatia
CNd31K8jS6uriJaEfa,ayça@gmail.com,Ayça,1971-02-18,51,dEJDnFqT8af2wNYcJK,Woman,Postgraduate,Separate,No,Turkey,157.0,Yes occasionally,Polish Serbian Finnish Turkish,Woman,42,61,Sweden Netherlands Turkey Hungary Norway Ukraine Poland Denmark Slovenia Portugal Iceland Estonia
Q1GprDKxuB4iIkYvY2,ayda.(name)@gmail.com,Ayda (name),1998-09-13,23,OdNcowT6YFG7PHfdHj,Woman,Undergraduate,Widower,No,Turkey,154.0,Yes occasionally,Turkish,Man,18,29,Hungary Ukraine Portugal Iceland Spain Sweden Latvia Turkey Finland Poland Italy Slovakia Serbia Bulgaria France Lithuania Estonia
jI956DZS7Y2hPtxyiC,aydan@gmail.com,Aydan,1963-07-04,59,EuMol27B7WQxMxfytS,Woman,Postgraduate,Never married,Yes living with me,Turkey,187.0,Yes regularly,Lithuanian Estonian Croatian Turkish,Man,51,65,Netherlands Sweden Denmark Italy France
ecmGi02EDrIw9xr78n,ayfer@gmail.com,Ayfer,2003-12-13,18,JoaSKlVTGszG2IkK6h,Woman,Undergraduate,Widower,No,Turkey,149.0,No,Dutch Turkish,Woman,13,26,Turkey Bulgaria France Germany Russia Estonia
OwOIX5wA2buDprihlN,aygül@gmail.com,Aygül,1961-11-28,60,pqc8cjzUngb2Ho1plP,Woman,Secondary School,Widower,No,Turkey,149.0,No,Polish German Turkish,Man,53,67,Netherlands Turkey Romania Ukraine Slovakia Slovenia Bulgaria Serbia Portugal Estonia Spain Croatia
d1Cy9jTkxYm25gVfJg,ayla.(name)@gmail.com,Ayla (name),1961-07-27,61,8lmzmEwoi6Pb1VOyqL,Woman,Elementary School,Separate,Yes living with me,Turkey,182.0,Yes occasionally,Spanish Turkish,Man,53,68,Romania Hungary Ukraine United Kingdom Czech Republic Netherlands Sweden Turkey Norway Finland Denmark Slovakia Slovenia France Bulgaria Germany
zqy2rmjbgwr1y7NCd0,aylin@gmail.com,Aylin,1990-08-10,31,AtIi9xLxvUirHqtX58,Woman,Undergraduate,Widower,Yes but not living with me,Turkey,149.0,Yes regularly,Turkish,Woman,24,38,Portugal Iceland Russia Sweden Latvia Norway Italy Slovenia Lithuania Bulgaria France Serbia Estonia
164S2tcOqjVmMSIRiJ,aynur@gmail.com,Aynur,2004-03-13,18,TuIE4EVtC02CbysaHo,Woman,Undergraduate,Never married,No,Turkey,175.0,Yes regularly,Polish French Slovene Turkish,Woman,12,24,Sweden Latvia Turkey Romania Hungary Norway Italy Germany Russia Spain Estonia Croatia
5aj1G6xKFkclmhmxtP,ayşegül@gmail.com,Ayşegül,1972-12-25,49,CRZJMrapcw4Uv0ES2S,Woman,Undergraduate,Separate,No,Turkey,147.0,Yes regularly,Danish Estonian Turkish,Man,42,57,Hungary United Kingdom Portugal Spain Latvia Sweden Netherlands Turkey Poland Italy Slovakia Slovenia Lithuania Serbia France Germany
xi1MVOglCduCLBjURC,aysel@gmail.com,Aysel,1965-05-20,57,7QQFmPtasRJj2BVmPT,Woman,Elementary School,Divorced,Yes but not living with me,Turkey,160.0,No,French Turkish,Woman,49,65,Sweden Latvia Netherlands Hungary Norway Poland Slovakia Bulgaria Lithuania Serbia Russia
YIkkoT6FF2TsXXxcbZ,ayşenur@gmail.com,Ayşenur,1958-06-29,64,i5QCjCpJ518NaZqtvs,Woman,Secondary School,Divorced,Yes living with me,Turkey,190.0,Yes occasionally,Bulgarian Turkish,Woman,55,72,Latvia Netherlands Hungary Norway Ukraine United Kingdom Italy Slovenia Portugal Croatia Russia
BGZFcNfE1sgrBniaq5,aysu@gmail.com,Aysu,2000-03-20,22,IwwqMmcUCo8YxvvWMJ,Woman,Elementary School,Widower,No,Turkey,154.0,Yes occasionally,Turkish,Man,15,28,Romania Hungary United Kingdom Russia Spain Sweden Netherlands Czech Republic Turkey Denmark Italy Slovenia Lithuania Serbia Estonia Croatia
IQ6fiZsJRSiWrcIqM3,ayten@gmail.com,Ayten,1961-02-05,61,fKp3YmZXkh2FgiY2r2,Woman,Secondary School,Never married,Yes but not living with me,Turkey,147.0,Yes occasionally,Turkish,Woman,54,69,Latvia Czech Republic Norway Finland Russia Croatia
GIpRfrVLFYK93tf1ti,azize@gmail.com,Azize,1972-02-27,50,eeWX5kD8TMS6mged9y,Woman,Phd,Separate,No,Turkey,147.0,Yes occasionally,Icelandic Spanish Swedish Turkish,Woman,40,55,Turkey Norway Italy Portugal Germany Croatia Russia Estonia
UOa6mAfwwJRxQeXFwY,azra.(name)@gmail.com,Azra (name),1954-07-29,68,Ge4vjntqtTvsz5JalG,Woman,Secondary School,Separate,Yes but not living with me,Turkey,165.0,Yes occasionally,Turkish,Man,61,77,Czech Republic France
sdehNq7O4d2lVK9hzn,bahar@gmail.com,Bahar,1998-01-25,24,DWbtgoJxofmcM1r2tk,Woman,Secondary School,Divorced,Yes but not living with me,Turkey,147.0,Yes regularly,Ukrainian Danish Romaninian Turkish,Woman,17,29,Czech Republic Romania Finland Italy Slovakia Serbia France Bulgaria Lithuania Iceland Croatia
W5kpXzjY8wpS6AkqzF,banu.(name)@gmail.com,Banu (name),1950-06-20,72,FBmfYuv5lkm832HI86,Woman,Postgraduate,Separate,No,Turkey,147.0,Yes regularly,Turkish,Woman,62,78,Finland
u8Y3GPW7Z91jmoMifV,başak@gmail.com,Başak,1961-11-23,60,AztqI1CZ98a4gXFubt,Woman,Postgraduate,Widower,No,Turkey,147.0,Yes regularly,Ukrainian Lithuanian Turkish,Man,53,69,Poland United Kingdom Slovenia Slovakia Bulgaria Portugal Estonia Croatia
qFhfBdlXIt62DXiIGx,begum.(name)@gmail.com,Begum (name),1995-05-26,27,eXuEIBQrh9WoAPuTIJ,Woman,Postgraduate,Separate,Yes but not living with me,Turkey,182.0,Yes occasionally,Turkish,Man,17,36,Hungary United Kingdom Latvia Sweden Czech Republic Turkey Finland Poland Slovakia France Serbia Germany Estonia
WxunCYVqLC4FE24ZdV,belkis@gmail.com,Belkis,1956-04-13,66,9qnGpKmzD1SWztWPEe,Woman,Phd,Never married,Yes but not living with me,Turkey,180.0,Yes regularly,Portuguese Latvian Norwegian Turkish,Woman,59,76,Czech Republic Latvia Romania Finland Denmark Italy Slovakia Serbia Lithuania Estonia
d4f03PAyuZHs3RQrsu,bengi@gmail.com,Bengi,2000-08-20,21,Dw9t0rxNVvpTUdDG6I,Woman,Phd,Separate,Yes but not living with me,Turkey,167.0,No,Slovak Italian Polish Turkish,Man,16,26,Romania Hungary Ukraine United Kingdom Iceland Spain Czech Republic Latvia Sweden Turkey Norway Denmark Slovenia Slovakia Lithuania Serbia Germany Croatia Estonia
sdiEESuCVFGNgLBn0B,bengü.(name)@gmail.com,Bengü (name),2001-12-14,20,wHHAO665sHCNhqjUOC,Woman,Undergraduate,Divorced,Yes living with me,Turkey,182.0,No,Ukrainian Danish Slovene Turkish,Man,13,28,Czech Republic Latvia Hungary Finland United Kingdom Slovakia Serbia France Portugal Russia Croatia
rkIpxaC985WljPQfaF,beren.(given.name)@gmail.com,Beren (given name),1988-11-16,33,TUJRZyfNjtxmOL4lNP,Woman,Phd,Widower,No,Turkey,165.0,No,Finnish Turkish,Woman,25,40,Germany
RGjyHwNYb2GefxHNPy,betül@gmail.com,Betül,1952-07-08,70,MGioLAGwqArhT9ETIG,Woman,Postgraduate,Separate,No,Turkey,175.0,Yes regularly,Polish German Hungarian Turkish,Woman,62,76,Hungary Ukraine Portugal Russia Sweden Turkey Poland Italy Slovenia Serbia Bulgaria France Germany Estonia
Yi37wynyta3tzz2T2l,bike.(given.name)@gmail.com,Bike (given name),1994-02-17,28,qmgJyBmsU9j96jgLLL,Woman,Secondary School,Never married,Yes but not living with me,Turkey,190.0,No,Latvian Croatian Turkish,Man,20,35,Latvia Turkey Hungary Ukraine Poland Denmark Serbia France Portugal Russia Estonia
R0ooS9PdpcJvCCYDDT,birgül@gmail.com,Birgül,1991-04-27,31,c7Yf3beyzxkoXWiXS0,Woman,Undergraduate,Divorced,No,Turkey,149.0,No,Danish Turkish,Woman,24,39,Slovenia Portugal Germany
HxzCyprFvQ2JPOOMtY,birsen@gmail.com,Birsen,1985-09-19,36,qCUX9qlTz2sSdv4DGG,Woman,Secondary School,Separate,No,Turkey,160.0,Yes regularly,French Turkish,Man,31,45,Czech Republic Sweden Romania Turkey Hungary Finland Ukraine Italy Lithuania Portugal Germany Spain
LnWJs9EIKCRHUvI91L,büke@gmail.com,Büke,1979-10-20,42,5J81doCv72HROsJnoy,Woman,Secondary School,Separate,Yes but not living with me,Turkey,187.0,Yes occasionally,Turkish,Man,33,48,Latvia Hungary Slovenia Lithuania Germany Spain Russia
JSGZd2pPCXEHDqa3LO,burçak@gmail.com,Burçak,2001-06-15,21,sMghQKP1n3qIlYFb3G,Woman,Secondary School,Divorced,Yes living with me,Turkey,185.0,Yes occasionally,French German Estonian Turkish,Man,14,27,Czech Republic Romania Hungary Poland Italy United Kingdom Slovenia Bulgaria Germany Estonia
6MbJFCisgydELoXPD6,burcu@gmail.com,Burcu,1979-06-17,43,DNW8K6MwD5LoB1ozyP,Woman,Elementary School,Separate,Yes living with me,Turkey,165.0,Yes occasionally,Polish Serbian Turkish,Woman,33,53,Latvia Sweden Romania Turkey Hungary Norway Poland Italy United Kingdom Slovenia Iceland Russia
YIMDmcHgDWz4mYT55I,buse@gmail.com,Buse,1998-05-09,24,6fXXAm0VYC2wVHDEmM,Woman,Elementary School,Never married,Yes living with me,Turkey,147.0,Yes occasionally,Spanish Turkish,Woman,15,30,Sweden Turkey Romania Slovenia Portugal Iceland Russia
LLWIYYrmLEDXjOpWcd,çağla@gmail.com,Çağla,1961-09-03,60,6DEgbVNncG1VcFWLuW,Woman,Undergraduate,Separate,No,Turkey,190.0,Yes occasionally,Turkish,Man,54,65,Sweden Latvia Turkey Finland Poland Italy Slovakia Serbia Lithuania
MQeaJPzpEGd9MRXTJj,canan@gmail.com,Canan,1974-04-13,48,LQ4QA5aDys3TAeE8fB,Woman,Undergraduate,Separate,No,Turkey,147.0,No,Turkish,Woman,43,53,Croatia
6Idwio3CR8Y1Ighl78,cansever@gmail.com,Cansever,2000-01-31,22,hTYaZOIYZuMg3ZIe0W,Woman,Elementary School,Widower,Yes but not living with me,Turkey,147.0,No,Romaninian Turkish,Woman,13,28,Romania Ukraine Portugal Iceland Russia Spain Sweden Turkey Italy Slovakia France Bulgaria Serbia Germany Estonia
9p8qQl38M10GaYf1Wn,cansu@gmail.com,Cansu,1977-05-08,45,Ye78HaGDkUHEEjkPrG,Woman,Phd,Never married,Yes living with me,Turkey,187.0,Yes regularly,German Turkish,Woman,35,50,Norway Bulgaria Estonia
j7XJz6oDfeFl6zmbWJ,cemre@gmail.com,Cemre,2004-05-12,18,Pgjk5pyy9SfnlXS40W,Woman,Phd,Separate,Yes but not living with me,Turkey,154.0,Yes occasionally,Hungarian Turkish,Man,12,25,Hungary United Kingdom Portugal Iceland Russia Netherlands Czech Republic Latvia Sweden Turkey Finland Italy France Serbia Lithuania Germany
dQilWuE9V2FnYxoWuC,ceren@gmail.com,Ceren,1971-03-01,51,e6BMFbcZw1JYtKxtTd,Woman,Phd,Widower,No,Turkey,185.0,No,Croatian Turkish,Woman,41,56,Hungary Ukraine United Kingdom Iceland Russia Spain Czech Republic Latvia Finland Denmark Italy Slovakia Slovenia Lithuania Croatia Estonia
fEzlCyfvArwxUHT0a1,ceyda@gmail.com,Ceyda,1987-03-28,35,kcbMPY93il86Re1rFs,Woman,Undergraduate,Separate,Yes living with me,Turkey,187.0,Yes occasionally,Polish French Slovene Turkish,Man,27,44,Romania Ukraine United Kingdom Portugal Iceland Spain Sweden Czech Republic Netherlands Finland Poland Denmark Slovakia Lithuania Germany Croatia
9rrOkUiFLANkSGKz5Q,çiğdem@gmail.com,Çiğdem,1978-01-30,44,Sa0UxbaQNyuFkohBuA,Woman,Postgraduate,Divorced,No,Turkey,154.0,Yes regularly,Spanish Turkish,Man,36,52,Poland
Tv67We0eXBCTCvUFOX,damla.(name)@gmail.com,Damla (name),1969-04-27,53,juhHIbllRlDKzFHiml,Woman,Postgraduate,Separate,No,Turkey,170.0,Yes regularly,Turkish,Woman,48,59,Sweden Romania Turkey Ukraine Slovenia France Germany Estonia
hllxJCqCicgoIpYiAB,demet@gmail.com,Demet,1983-07-27,39,ULGhoG3MGmS4z3Pbsv,Woman,Postgraduate,Never married,No,Turkey,147.0,Yes occasionally,Swedish Turkish,Woman,31,46,Hungary Poland
OWS5IXxQFnK4KhWYEP,dicle.(name)@gmail.com,Dicle (name),1992-06-10,30,pb4q4ExqS3pU9rSfs6,Woman,Phd,Never married,No,Turkey,190.0,Yes regularly,Italian Estonian Swedish Turkish,Man,25,40,Netherlands Romania Norway Finland United Kingdom Portugal Iceland Croatia Russia
qb4jca1Wz3JcQkTVIq,didem@gmail.com,Didem,1986-09-06,35,7lwVl5hHVDtEBLFP4j,Woman,Elementary School,Divorced,No,Turkey,185.0,No,Turkish,Man,25,43,Sweden Norway Russia
